Številka instance, Številka naloge, Status naloge, Ime koraka, Čas prejema, Čas začetka, Čas zaključka, Tip prejemnika, Prejemnik, Je nujno, Stranka ime, Stranka ulica, Stranka kraj, Stranka telefon, Stranka e-pošta, Znesek naročila, Znesek dostave, Znesek skupaj, Razdalja, Naročena pizza 1, Naročena pizza 2, Naročena pizza 3, Naročena pizza 4, Naročena pizza 5, Naročena pizza 6, Naročena pizza 7, Naročena pizza 8
334, 2, Zaključena, Priprava, 12/01/2017 13:43:54, 12/01/2017 13:44:52, 12/01/2017 13:47:23, Uporabnik, Simona Vodopivec, DA, Frančišek Rozman, VODNIKOVA CESTA 104F, 1000 Ljubljana, 044 249 029, francisek.rozman@pizza.si, 52.50, 2.00, 54.50, 8.15, LJUBLJANSKA [pelati|sir|hrenovka|sveža paprika|skuta], BELUŠKA [mozzarela|beluši|jurčki|oliva], RAGU PIZZA [pelati|sir|ragu omaka|čebula|parmezan], PIZZA MEDITERANA S TARTUFI [pelati|mozzarela|pečen pršut|rukola|tartufata|parmezan], KRAŠKA [pelati|sir|pršut|tržaška omaka], , , 
335, 1, Zaključena, Naročilo, 12/01/2017 13:43:58, 12/01/2017 13:43:58, 12/01/2017 13:43:58, Uporabnik, Berta Potočnik, DA, Andreja Medved, GERBIČEVA ULICA 39, 1000 Ljubljana, 044 490 621, andreja.medved@pizza.si, 44.10, 2.00, 46.10, 6.77, DOMAČA [pelati|sir|gobe|jajce|domača salama], PIZZA Z DAGNJAMI [pelati|mozzarela|dagnje|tržaška omaka], GORENJSKA PIZZA [pelati|sir|gobe|goveja salama], PIKANTNA [pelati|tabasco|sir|šunka|feferoni|tržaška omaka|gobe], , , , 
318, 3, Zaključena, Uredi naročilo, 12/01/2017 13:43:58, 12/01/2017 13:44:35, 12/01/2017 13:45:23, Uporabnik, Janez Novak, NE, Ivan Podgoršek, KOŽELJEVA ULICA 8A, 1000 Ljubljana, 044 572 634, ivan.podgorsek@pizza.si, 23.40, 0.00, 23.40, 1.84, TIROLSKA [pelati|sir|pečena slanina|goveja salama|hrenova omaka], OGLARSKA [pelati|sir|jurčki|pečena slanina|hrenova omaka], , , , , , 
335, 2, Zaključena, Priprava, 12/01/2017 13:43:58, 12/01/2017 13:46:11, 12/01/2017 13:48:07, Uporabnik, Štefan Dolenc, DA, Andreja Medved, GERBIČEVA ULICA 39, 1000 Ljubljana, 044 490 621, andreja.medved@pizza.si, 44.10, 2.00, 46.10, 6.77, DOMAČA [pelati|sir|gobe|jajce|domača salama], PIZZA Z DAGNJAMI [pelati|mozzarela|dagnje|tržaška omaka], GORENJSKA PIZZA [pelati|sir|gobe|goveja salama], PIKANTNA [pelati|tabasco|sir|šunka|feferoni|tržaška omaka|gobe], , , , 
251, 7, Zaključena, Priprava, 12/01/2017 13:44:07, 12/01/2017 13:44:49, 12/01/2017 13:47:47, Uporabnik, Peter Mlakar, NE, Vladimir Vovk, CESTA NA VRHOVCE 10, 1000 Ljubljana, 044 567 963, vladimir.vovk@pizza.si, 70.10, 0.00, 70.10, 1.32, MORSKA [pelati|sir|morski sadeži|tržaška omaka], RIBJA [pelati|sir|morski sadeži|tuna|losos|kaviar], MORNAR [pelati|mozzarela|morski sadeži|dagnje], KMEČKA [pelati|sir|klobasa|čebula|ajvar|suha salama], TIROLSKA [pelati|sir|pečena slanina|goveja salama|hrenova omaka], TARTUFATA [pelati|mozzarela|jurčki|tartufata|skuta], , 
275, 4, Zaključena, Pakiranje, 12/01/2017 13:44:12, 12/01/2017 13:44:12, 12/01/2017 13:45:38, Uporabnik, Matic Hvala, DA, Mateja Jovanović, ŠVEGLJEVA CESTA 11, 1000 Ljubljana, 044 513 375, mateja.jovanovic@pizza.si, 23.20, 2.00, 25.20, 9.24, GRAJSKA PIZZA [pelati|sir|gobe|slanina|trdo kuhano jajce], DRAVSKA [pelati|mozzarela|gobe|paradižnik|paprika|slanina], , , , , , 
297, 4, Zaključena, Pečenje, 12/01/2017 13:44:14, 12/01/2017 14:03:17, 12/01/2017 14:09:17, Uporabnik, Boris Medved, NE, Marjanca Šmid, KANTETOVA ULICA 8, 1000 Ljubljana, 044 839 349, marjanca.smid@pizza.si, 18.30, 0.00, 18.30, , MARGERITA [pelati|sir|oliva], TOMAČEVO [pelati|sir|domača šunka|jurčki|hrenova omaka], , , , , , 
205, 9, Zaključena, Dodajanje sestavin, 12/01/2017 13:44:26, 12/01/2017 13:44:26, 12/01/2017 13:44:56, Uporabnik, Matjaž Jerman, NE, Zorka Šmid, CESTA V PROD 1, 1000 Ljubljana, 044 616 047, zorka.smid@pizza.si, 46.40, 0.00, 46.40, , LJUBLJANSKA [pelati|sir|hrenovka|sveža paprika|skuta], KULEN [pelati|sir|hrenovka|kulen pikant salama], HIŠNA PIZZA [pelati|sir|domača salama|domača šunka|domača klobasa|gobe|jajce|oliva], VEGI NACHO [pelati|sir|sveži paradižnik|pečena paprika|nacho sir|oliva], , , , 
277, 6, Zaključena, Pečenje, 12/01/2017 13:44:29, 12/01/2017 14:09:36, 12/01/2017 14:15:36, Uporabnik, Matej Straha, DA, Saša Blažič, ROŽNA ULICA 25, 1000 Ljubljana, 044 808 032, sasa.blazic@pizza.si, 20.50, 2.00, 22.50, 10.53, HIŠNA [pelati|sir|šunka|gobe|oliva], ZELENJAVNA [pelati|sir|paradižnik|paprika|artičoke|beluši|koruza|oliva], , , , , , 
322, 4, Zaključena, Priprava, 12/01/2017 13:44:35, 12/01/2017 13:47:23, 12/01/2017 13:47:57, Uporabnik, Simona Vodopivec, NE, Muhamed Skok, MALNARJEVA ULICA 1, 1000 Ljubljana, 044 976 656, muhamed.skok@pizza.si, 9.20, 0.00, 9.20, 1.23, MORSKA [pelati|sir|morski sadeži|tržaška omaka], , , , , , , 
261, 5, Zaključena, Pakiranje, 12/01/2017 13:44:36, 12/01/2017 13:48:16, 12/01/2017 13:52:30, Uporabnik, Boštjan Kovačič, DA, Andraž Vovk, OMERSOVA ULICA 31, 1000 Ljubljana, 044 348 548, andraz.vovk@pizza.si, 64.70, 2.00, 66.70, , LAHKA [pelati|tuna|gorgonzola|paprika|pečena paprika], PIZZA S HRENOVKO [pelati|sir|hrenovka|jajce], KRAŠKA [pelati|sir|pršut|tržaška omaka], SARDINIJA [pelati|pršut|mozzarela|skuta|bazilika], SARDINIJA [pelati|pršut|mozzarela|skuta|bazilika], PIZZA S HRENOVKO [pelati|sir|hrenovka|jajce], , 
305, 3, Zaključena, Uredi naročilo, 12/01/2017 13:44:39, 12/01/2017 13:45:23, 12/01/2017 13:45:57, Uporabnik, Janez Novak, NE, Andraž Kralj, KRANJČEVA ULICA 22, 1000 Ljubljana, 044 337 160, andraz.kralj@pizza.si, 10.20, 0.00, 10.20, 9.73, KRAŠKA [pelati|sir|pršut|tržaška omaka], , , , , , , 
241, 7, Zaključena, Zaključek, 12/01/2017 13:44:42, 12/01/2017 13:44:42, 12/01/2017 13:44:42, Sistem, , NE, Borut Janežič, SMERDUJEVA ULICA 47, 1000 Ljubljana, 044 825 925, borut.janezic@pizza.si, 22.80, 0.00, 22.80, 3.86, KRANJSKA PIZZA [pelati|sir|slanina|domača klobasa|gobe|koruza], VEGI MEXICO [pelati|mozzarela|feferoni|rdeča salsa|nacho sir], , , , , , 
303, 3, Zaključena, Priprava, 12/01/2017 13:44:44, 12/01/2017 13:47:47, 12/01/2017 13:49:07, Uporabnik, Peter Mlakar, NE, Bogomir Gajšek, STOŽENSKA ULICA 9, 1000 Ljubljana, 044 564 354, bogomir.gajsek@pizza.si, 32.00, 0.00, 32.00, 8.05, SICILJANA [pelati|mozzarela|paradižnik|bazilika], TARTUFATA [pelati|mozzarela|jurčki|tartufata|skuta], NACHO [pelati|sir|šunka|koruza|nacho sir|tržaška omaka], , , , , 
304, 3, Zaključena, Priprava, 12/01/2017 13:44:48, 12/01/2017 13:49:07, 12/01/2017 13:50:06, Uporabnik, Peter Mlakar, NE, Božidar Tomšič, SOTESKA 6, 1000 Ljubljana, 044 443 489, bozidar.tomsic@pizza.si, 25.30, 0.00, 25.30, , ŠTAJERSKA [pelati|sir|gobe|kulen salama|pekoči feferoni], SIROVA [pelati|mozzarela|gauda|gorgonzola|skuta], , , , , , 
301, 4, Zaključena, Pečenje, 12/01/2017 13:44:49, 12/01/2017 13:58:29, 12/01/2017 14:04:29, Uporabnik, Karmen Prevec, NE, Mateja Volk, KAVŠKOVA ULICA 3, 1000 Ljubljana, 044 927 984, mateja.volk@pizza.si, 41.00, 0.00, 41.00, 3.70, BELUŠKA [mozzarela|beluši|jurčki|oliva], PIKANTNA [pelati|tabasco|sir|šunka|feferoni|tržaška omaka|gobe], VEGILAHKA [pelati|paradižnik|paprika|koruza|gobe], MEXICO [mozzarela|pelati|feferoni|rdeča salsa|gobe|pečena kulen salama], , , , 
256, 8, Zaključena, Pečenje, 12/01/2017 13:44:49, 12/01/2017 14:01:29, 12/01/2017 14:07:29, Uporabnik, Karmen Prevec, NE, Kevin Žibert, VEVŠKA CESTA 7, 1000 Ljubljana, 044 999 801, kevin.zibert@pizza.si, 39.10, 0.00, 39.10, 10.90, PIZZA MEDITERANA S TARTUFI [pelati|mozzarela|pečen pršut|rukola|tartufata|parmezan], HIŠNA PIZZA [pelati|sir|domača salama|domača šunka|domača klobasa|gobe|jajce|oliva], GRAJSKA PIZZA [pelati|sir|gobe|slanina|trdo kuhano jajce], , , , , 
280, 5, Zaključena, Pakiranje, 12/01/2017 13:44:50, 12/01/2017 13:45:38, 12/01/2017 13:46:11, Uporabnik, Matic Hvala, NE, Hilda Zemljič, MEDENSKA CESTA 8, 1000 Ljubljana, 044 101 992, hilda.zemljic@pizza.si, 11.70, 0.00, 11.70, , OGLARSKA [pelati|sir|jurčki|pečena slanina|hrenova omaka], , , , , , , 
308, 5, Zaključena, Pečenje, 12/01/2017 13:44:52, 12/01/2017 13:56:26, 12/01/2017 14:02:26, Uporabnik, Jure Klančar, NE, Melita Primožič, VODNIKOVA CESTA 109, 1000 Ljubljana, 044 713 205, melita.primozic@pizza.si, 22.20, 0.00, 22.20, , ZELENJAVNA [pelati|sir|paradižnik|paprika|artičoke|beluši|koruza|oliva], KRANJSKA PIZZA [pelati|sir|slanina|domača klobasa|gobe|koruza], , , , , , 
274, 6, Zaključena, Osebni prevzem, 12/01/2017 13:44:54, 12/01/2017 13:44:54, 12/01/2017 13:44:54, Sistem, , NE, Slobodan Petrovič, SOJERJEVA ULICA 44, 1000 Ljubljana, 044 783 242, slobodan.petrovic@pizza.si, 20.00, 0.00, 20.00, , POSEBNA [pelati|sir|šunka|beluši|kapre|artičoke], ITALIJANSKA [pelati|sir|ragu omaka|sveži paradižnik|sveža paprika], , , , , , 
274, 7, Zaključena, Zaključek, 12/01/2017 13:44:54, 12/01/2017 13:44:54, 12/01/2017 13:44:54, Sistem, , NE, Slobodan Petrovič, SOJERJEVA ULICA 44, 1000 Ljubljana, 044 783 242, slobodan.petrovic@pizza.si, 20.00, 0.00, 20.00, , POSEBNA [pelati|sir|šunka|beluši|kapre|artičoke], ITALIJANSKA [pelati|sir|ragu omaka|sveži paradižnik|sveža paprika], , , , , , 
205, 10, Zaključena, Pakiranje, 12/01/2017 13:44:56, 12/01/2017 13:44:56, 12/01/2017 13:47:41, Uporabnik, Klemen Rudolf, NE, Zorka Šmid, CESTA V PROD 1, 1000 Ljubljana, 044 616 047, zorka.smid@pizza.si, 46.40, 0.00, 46.40, , LJUBLJANSKA [pelati|sir|hrenovka|sveža paprika|skuta], KULEN [pelati|sir|hrenovka|kulen pikant salama], HIŠNA PIZZA [pelati|sir|domača salama|domača šunka|domača klobasa|gobe|jajce|oliva], VEGI NACHO [pelati|sir|sveži paradižnik|pečena paprika|nacho sir|oliva], , , , 
324, 3, Zaključena, Pečenje, 12/01/2017 13:45:08, 12/01/2017 14:12:36, 12/01/2017 14:18:36, Uporabnik, Matej Straha, DA, Tadeja Jereb, JAKŠIČEVA ULICA 14A, 1000 Ljubljana, 044 11 324, tadeja.jereb@pizza.si, 23.20, 2.00, 25.20, 9.07, PIZZA MEDITERANA S TARTUFI [pelati|mozzarela|pečen pršut|rukola|tartufata|parmezan], LJUBLJANSKA [pelati|sir|hrenovka|sveža paprika|skuta], , , , , , 
300, 4, Zaključena, Dodajanje sestavin, 12/01/2017 13:45:14, 12/01/2017 13:45:14, 12/01/2017 13:46:14, Uporabnik, Primož Blažič, DA, Emilija Gregorič, MAJARONOVA ULICA 22, 1000 Ljubljana, 044 928 866, emilija.gregoric@pizza.si, 31.70, 2.00, 33.70, 3.54, VEGETARIJANSKA [pelati|sir|sveži paradižnik|paprika|koruza|gobe|oliva], JABOLČNA [marmelada|jabolko|cimet|rozine|sladka smetana|čokoladni preliv], ZIMSKA PIZZA [pelati|sir|slanina|hrenovka|kisla smetana], , , , , 
271, 7, Zaključena, Priprava, 12/01/2017 13:45:15, 12/01/2017 13:50:06, 12/01/2017 13:51:06, Uporabnik, Peter Mlakar, NE, Monika Šmid, SKOJEVSKA ULICA 5, 1000 Ljubljana, 044 227 836, monika.smid@pizza.si, 21.50, 0.00, 21.50, , JABOLČNA [marmelada|jabolko|cimet|rozine|sladka smetana|čokoladni preliv], MORNAR [pelati|mozzarela|morski sadeži|dagnje], , , , , , 
267, 4, Zaključena, Pakiranje, 12/01/2017 13:45:17, 12/01/2017 13:46:11, 12/01/2017 13:47:24, Uporabnik, Matic Hvala, DA, Zlata Kokalj, TRUBARJEVA CESTA 33, 1000 Ljubljana, 044 625 938, zlata.kokalj@pizza.si, 19.50, 2.00, 21.50, 3.72, KULEN [pelati|sir|hrenovka|kulen pikant salama], ITALIJANSKA [pelati|sir|ragu omaka|sveži paradižnik|sveža paprika], , , , , , 
318, 4, Zaključena, Priprava, 12/01/2017 13:45:23, 12/01/2017 13:46:02, 12/01/2017 13:46:59, Uporabnik, Katarina Jenko, NE, Ivan Podgoršek, KOŽELJEVA ULICA 8A, 1000 Ljubljana, 044 572 634, ivan.podgorsek@pizza.si, 23.40, 0.00, 23.40, 1.84, TIROLSKA [pelati|sir|pečena slanina|goveja salama|hrenova omaka], OGLARSKA [pelati|sir|jurčki|pečena slanina|hrenova omaka], , , , , , 
250, 5, Zaključena, Dodajanje sestavin, 12/01/2017 13:45:36, 12/01/2017 13:45:36, 12/01/2017 13:46:06, Uporabnik, Matjaž Jerman, NE, Magdalena Ambrožič, PRŽANJSKA ULICA 14, 1000 Ljubljana, 044 458 700, magdalena.ambrozic@pizza.si, 31.70, 0.00, 31.70, , DOMAČA [pelati|sir|gobe|jajce|domača salama], PRIMORSKA [pelati|sir|gobe|pršut|oliva], SICILJANA [pelati|mozzarela|paradižnik|bazilika], , , , , 
311, 3, Zaključena, Uredi naročilo, 12/01/2017 13:45:36, 12/01/2017 13:45:36, 12/01/2017 13:46:24, Uporabnik, Berta Potočnik, NE, Slavka Medved, RAIČEVA ULICA 77A, 1000 Ljubljana, 044 356 255, slavka.medved@pizza.si, 12.10, 0.00, 12.10, 0.44, PIZZA MEDITERANA S TARTUFI [pelati|mozzarela|pečen pršut|rukola|tartufata|parmezan], , , , , , , 
306, 3, Zaključena, Priprava, 12/01/2017 13:45:37, 12/01/2017 13:45:37, 12/01/2017 13:46:09, Uporabnik, Klemen Rudolf, NE, Matic Kastelic, MALA VAS 2, 1000 Ljubljana, 044 778 298, matic.kastelic@pizza.si, 9.60, 0.00, 9.60, 7.05, ITALIJANSKA [pelati|sir|ragu omaka|sveži paradižnik|sveža paprika], , , , , , , 
275, 5, Zaključena, Hitra dostava, 12/01/2017 13:45:38, 12/01/2017 13:45:38, 12/01/2017 13:59:29, Sistem, , DA, Mateja Jovanović, ŠVEGLJEVA CESTA 11, 1000 Ljubljana, 044 513 375, mateja.jovanovic@pizza.si, 23.20, 2.00, 25.20, 9.24, GRAJSKA PIZZA [pelati|sir|gobe|slanina|trdo kuhano jajce], DRAVSKA [pelati|mozzarela|gobe|paradižnik|paprika|slanina], , , , , , 
233, 7, Zaključena, Hitra dostava, 12/01/2017 13:45:44, 12/01/2017 13:45:44, 12/01/2017 13:51:52, Sistem, , NE, Andrej Čeh, SOSTRSKA CESTA 2B, 1000 Ljubljana, 044 314 312, andrej.ceh@pizza.si, 71.50, 0.00, 71.50, 4.09, MORNAR [pelati|mozzarela|morski sadeži|dagnje], TRAVISO [pelati|sir|gobe|paradižnik|radič|parmezan], BELA [sir|šunka|gobe], HIŠNA PIZZA [pelati|sir|domača salama|domača šunka|domača klobasa|gobe|jajce|oliva], HIŠNA PIZZA [pelati|sir|domača salama|domača šunka|domača klobasa|gobe|jajce|oliva], PIZZA Z DAGNJAMI [pelati|mozzarela|dagnje|tržaška omaka], , 
161, 8, Zaključena, Zaključek, 12/01/2017 13:45:48, 12/01/2017 13:45:48, 12/01/2017 13:45:48, Sistem, , NE, Franjo Korošec, POT K SAVI 12, 1000 Ljubljana, 044 696 061, franjo.korosec@pizza.si, 30.90, 0.00, 30.90, 8.85, BELUŠKA [mozzarela|beluši|jurčki|oliva], JABOLČNA [marmelada|jabolko|cimet|rozine|sladka smetana|čokoladni preliv], VEGI MEXICO [pelati|mozzarela|feferoni|rdeča salsa|nacho sir], , , , , 
307, 3, Zaključena, Priprava, 12/01/2017 13:45:48, 12/01/2017 13:45:48, 12/01/2017 13:47:08, Uporabnik, Boštjan Kovačič, NE, Siniša Stopar, VRHOVČEVA ULICA 9, 1000 Ljubljana, 044 952 409, sinisa.stopar@pizza.si, 34.30, 0.00, 34.30, , MORNAR [pelati|mozzarela|morski sadeži|dagnje], Z RUKOLO -sezonska [pelati|mozzarela|paradižnik|rukola|parmezan], SARDINIJA [pelati|pršut|mozzarela|skuta|bazilika], , , , , 
167, 12, Zaključena, Dostava, 12/01/2017 13:45:51, 12/01/2017 14:27:26, 12/01/2017 14:33:56, Uporabnik, Klemen Zupančič, NE, Tjaša Bezjak, MIKUŽEVA ULICA 5, 1000 Ljubljana, 044 407 014, tjasa.bezjak@pizza.si, 33.70, 0.00, 33.70, 3.25, KRALJEVA [pelati|sir|morski sadeži|losos|kaviar], ZELENJAVNA [pelati|sir|paradižnik|paprika|artičoke|beluši|koruza|oliva], KULEN [pelati|sir|hrenovka|kulen pikant salama], , , , , 
305, 4, Zaključena, Priprava, 12/01/2017 13:45:57, 12/01/2017 13:47:08, 12/01/2017 13:47:41, Uporabnik, Boštjan Kovačič, NE, Andraž Kralj, KRANJČEVA ULICA 22, 1000 Ljubljana, 044 337 160, andraz.kralj@pizza.si, 10.20, 0.00, 10.20, 9.73, KRAŠKA [pelati|sir|pršut|tržaška omaka], , , , , , , 
242, 7, Zaključena, Osebni prevzem, 12/01/2017 13:45:59, 12/01/2017 13:45:59, 12/01/2017 13:45:59, Sistem, , NE, Olga Žagar, AGROKOMBINATSKA CESTA 13, 1000 Ljubljana, 044 289 369, olga.zagar@pizza.si, 51.90, 0.00, 51.90, , VEGETARIJANSKA [pelati|sir|sveži paradižnik|paprika|koruza|gobe|oliva], PEKOČA [pelati|mozzarela|pečena kulen salama|feferoni], GRUNTARSKA [pelati|sir|kulen salama|gobe|tržaška omaka], DOLENJSKA [pelati|sir|pečena slanina|artičoke|beluši], VEGILAHKA [pelati|paradižnik|paprika|koruza|gobe], , , 
242, 8, Zaključena, Zaključek, 12/01/2017 13:45:59, 12/01/2017 13:45:59, 12/01/2017 13:45:59, Sistem, , NE, Olga Žagar, AGROKOMBINATSKA CESTA 13, 1000 Ljubljana, 044 289 369, olga.zagar@pizza.si, 51.90, 0.00, 51.90, , VEGETARIJANSKA [pelati|sir|sveži paradižnik|paprika|koruza|gobe|oliva], PEKOČA [pelati|mozzarela|pečena kulen salama|feferoni], GRUNTARSKA [pelati|sir|kulen salama|gobe|tržaška omaka], DOLENJSKA [pelati|sir|pečena slanina|artičoke|beluši], VEGILAHKA [pelati|paradižnik|paprika|koruza|gobe], , , 
289, 7, Zaključena, Pečenje, 12/01/2017 13:46:02, 12/01/2017 13:46:02, 12/01/2017 13:52:02, Uporabnik, Jernej Miklavčič, DA, Terezija Jelen, CARJA DUŠANA ULICA 16, 1000 Ljubljana, 044 196 199, terezija.jelen@pizza.si, 20.50, 2.00, 22.50, 4.55, JABOLČNA [marmelada|jabolko|cimet|rozine|sladka smetana|čokoladni preliv], VEGI MEXICO [pelati|mozzarela|feferoni|rdeča salsa|nacho sir], , , , , , 
250, 6, Zaključena, Pakiranje, 12/01/2017 13:46:06, 12/01/2017 13:47:41, 12/01/2017 13:50:09, Uporabnik, Klemen Rudolf, NE, Magdalena Ambrožič, PRŽANJSKA ULICA 14, 1000 Ljubljana, 044 458 700, magdalena.ambrozic@pizza.si, 31.70, 0.00, 31.70, , DOMAČA [pelati|sir|gobe|jajce|domača salama], PRIMORSKA [pelati|sir|gobe|pršut|oliva], SICILJANA [pelati|mozzarela|paradižnik|bazilika], , , , , 
306, 4, Zaključena, Pečenje, 12/01/2017 13:46:09, 12/01/2017 14:05:12, 12/01/2017 14:11:12, Uporabnik, Borut Erjavec, NE, Matic Kastelic, MALA VAS 2, 1000 Ljubljana, 044 778 298, matic.kastelic@pizza.si, 9.60, 0.00, 9.60, 7.05, ITALIJANSKA [pelati|sir|ragu omaka|sveži paradižnik|sveža paprika], , , , , , , 
336, 1, Zaključena, Naročilo, 12/01/2017 13:46:10, 12/01/2017 13:46:24, 12/01/2017 13:46:24, Uporabnik, Berta Potočnik, DA, Slavka Zadravec, POT SODARJEV 34, 1000 Ljubljana, 044 225 607, slavka.zadravec@pizza.si, 21.70, 2.00, 23.70, , VRAŽJA [pikantna omaka|sir|domača šunka|feferoni], ŠTAJERSKA [pelati|sir|gobe|kulen salama|pekoči feferoni], , , , , , 
302, 4, Zaključena, Pečenje, 12/01/2017 13:46:11, 12/01/2017 14:06:17, 12/01/2017 14:12:17, Uporabnik, Boris Medved, NE, Patricija Javornik, VIPAVSKA ULICA 38, 1000 Ljubljana, 044 212 545, patricija.javornik@pizza.si, 34.30, 0.00, 34.30, 4.72, PIZZA Z DAGNJAMI [pelati|mozzarela|dagnje|tržaška omaka], HIŠNA NA ¼ [pelati|sir|šunka|gobe|artičoke], PIZZA MEDITERANA S TARTUFI [pelati|mozzarela|pečen pršut|rukola|tartufata|parmezan], , , , , 
280, 6, Zaključena, Osebni prevzem, 12/01/2017 13:46:11, 12/01/2017 13:46:11, 12/01/2017 13:46:11, Sistem, , NE, Hilda Zemljič, MEDENSKA CESTA 8, 1000 Ljubljana, 044 101 992, hilda.zemljic@pizza.si, 11.70, 0.00, 11.70, , OGLARSKA [pelati|sir|jurčki|pečena slanina|hrenova omaka], , , , , , , 
280, 7, Zaključena, Zaključek, 12/01/2017 13:46:11, 12/01/2017 13:46:11, 12/01/2017 13:46:11, Sistem, , NE, Hilda Zemljič, MEDENSKA CESTA 8, 1000 Ljubljana, 044 101 992, hilda.zemljic@pizza.si, 11.70, 0.00, 11.70, , OGLARSKA [pelati|sir|jurčki|pečena slanina|hrenova omaka], , , , , , , 
300, 5, Zaključena, Pakiranje, 12/01/2017 13:46:14, 12/01/2017 13:52:30, 12/01/2017 13:54:36, Uporabnik, Boštjan Kovačič, DA, Emilija Gregorič, MAJARONOVA ULICA 22, 1000 Ljubljana, 044 928 866, emilija.gregoric@pizza.si, 31.70, 2.00, 33.70, 3.54, VEGETARIJANSKA [pelati|sir|sveži paradižnik|paprika|koruza|gobe|oliva], JABOLČNA [marmelada|jabolko|cimet|rozine|sladka smetana|čokoladni preliv], ZIMSKA PIZZA [pelati|sir|slanina|hrenovka|kisla smetana], , , , , 
337, 1, Zaključena, Naročilo, 12/01/2017 13:46:23, 12/01/2017 13:46:23, 12/01/2017 13:46:23, Uporabnik, Janez Novak, NE, Emilija Gorenc, PODLIMBARSKEGA ULICA 42, 1000 Ljubljana, 044 780 819, emilija.gorenc@pizza.si, 23.90, 0.00, 23.90, 7.45, MORNAR [pelati|mozzarela|morski sadeži|dagnje], DOMAČA [pelati|sir|gobe|jajce|domača salama], , , , , , 
337, 2, Zaključena, Počakaj, 12/01/2017 13:46:23, 12/01/2017 13:46:23, 12/01/2017 13:49:53, Sistem, , NE, Emilija Gorenc, PODLIMBARSKEGA ULICA 42, 1000 Ljubljana, 044 780 819, emilija.gorenc@pizza.si, 23.90, 0.00, 23.90, 7.45, MORNAR [pelati|mozzarela|morski sadeži|dagnje], DOMAČA [pelati|sir|gobe|jajce|domača salama], , , , , , 
311, 4, Zaključena, Priprava, 12/01/2017 13:46:24, 12/01/2017 13:46:59, 12/01/2017 13:47:32, Uporabnik, Katarina Jenko, NE, Slavka Medved, RAIČEVA ULICA 77A, 1000 Ljubljana, 044 356 255, slavka.medved@pizza.si, 12.10, 0.00, 12.10, 0.44, PIZZA MEDITERANA S TARTUFI [pelati|mozzarela|pečen pršut|rukola|tartufata|parmezan], , , , , , , 
336, 2, Zaključena, Priprava, 12/01/2017 13:46:24, 12/01/2017 13:48:07, 12/01/2017 13:49:10, Uporabnik, Štefan Dolenc, DA, Slavka Zadravec, POT SODARJEV 34, 1000 Ljubljana, 044 225 607, slavka.zadravec@pizza.si, 21.70, 2.00, 23.70, , VRAŽJA [pikantna omaka|sir|domača šunka|feferoni], ŠTAJERSKA [pelati|sir|gobe|kulen salama|pekoči feferoni], , , , , , 
265, 5, Zaključena, Dodajanje sestavin, 12/01/2017 13:46:29, 12/01/2017 13:46:29, 12/01/2017 13:47:14, Uporabnik, Matjaž Jerman, NE, Nataša Babič, NA GAJU 2, 1000 Ljubljana, 044 745 701, natasa.babic@pizza.si, 65.40, 0.00, 65.40, 4.65, DRAVSKA [pelati|mozzarela|gobe|paradižnik|paprika|slanina], TUNA [pelati|sir|tuna|čebula|kisla smetana], PEKOČA [pelati|mozzarela|pečena kulen salama|feferoni], RIBJA [pelati|sir|morski sadeži|tuna|losos|kaviar], VRAŽJA [pikantna omaka|sir|domača šunka|feferoni], NACHO [pelati|sir|šunka|koruza|nacho sir|tržaška omaka], , 
248, 6, Zaključena, Hitra dostava, 12/01/2017 13:46:38, 12/01/2017 13:46:38, 12/01/2017 13:48:18, Sistem, , DA, Sara Škof, KOSOVELOVA ULICA 13, 1000 Ljubljana, 044 67 621, sara.skof@pizza.si, 38.30, 2.00, 40.30, 1.11, SIROVA [pelati|mozzarela|gauda|gorgonzola|skuta], MOZZARELINA [pelati|mozzarela|domača šunka|gobe|oliva], RIBJA [pelati|sir|morski sadeži|tuna|losos|kaviar], , , , , 
318, 5, Zaključena, Pečenje, 12/01/2017 13:46:59, 12/01/2017 13:49:02, 12/01/2017 13:55:02, Uporabnik, Jernej Miklavčič, NE, Ivan Podgoršek, KOŽELJEVA ULICA 8A, 1000 Ljubljana, 044 572 634, ivan.podgorsek@pizza.si, 23.40, 0.00, 23.40, 1.84, TIROLSKA [pelati|sir|pečena slanina|goveja salama|hrenova omaka], OGLARSKA [pelati|sir|jurčki|pečena slanina|hrenova omaka], , , , , , 
310, 3, Zaključena, Priprava, 12/01/2017 13:47:04, 12/01/2017 13:51:06, 12/01/2017 13:51:32, Uporabnik, Peter Mlakar, NE, Ciril Petrovič, ULICA MIROSLAVA TURKA 3, 1000 Ljubljana, 044 100 408, ciril.petrovic@pizza.si, 10.10, 0.00, 10.10, 5.25, ZELENJAVNA [pelati|sir|paradižnik|paprika|artičoke|beluši|koruza|oliva], , , , , , , 
